a,delta,Tm,D_Tm,Hmix,σHmix,Sid,Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus,D_Bulk,Phase_inshort
1.3413,0.1687,1708.59,480.1,-48.8163,33.9872,1.1033,1.745,0.4056,5.7143,2.0152,1.23E+11,51.1447,IM
1.3415,0.0675,1350.74,417.27,-19,0,0.6931,1.745,0.135,6,3,1.28E+11,52,IM
1.3424,0.0824,2013.9,408.04,-32.74,8.7314,1.1224,1.7435,0.1936,7.5,2.7839,1.61E+11,29.4066,AM
1.3426,0.0919,1605.08,472.02,-11.4916,2.2644,0.521,1.7708,0.2467,9.4923,2.8776,1.34E+11,12.3327,IM
1.3432,0.0945,2059.75,438.06,-33.16,8.3886,1.0627,1.738,0.2287,7.8,2.7129,1.64E+11,27.2764,AM
1.3434,0.12527682,1742.954,271.8621497,-30.24,13.75624367,1.609437912,1.65,0.224053565,6.2,3.6,1.26E+11,35.85309533,AM
1.344,0.077,1624.12,402.26,-21.5,4.5638,1.0397,1.7025,0.1299,5.75,2.2776,1.32E+11,40.333,IM
1.344,0.0863,1314.43,508.91,-19.0476,4.6201,0.9286,1.6748,0.1109,3.7619,1.1508,9.66E+10,32.1019,IM
1.344886,0.082487017,1412.28059,142.1877227,-20.634916,6.170784807,1.083554817,2.2397,0.315699081,9.822,2.592357228,1.76E+11,48.35859386,AM
1.346444444,0.056833548,1169.192222,210.8363651,-0.987654321,0.006134617,0.686961577,1.771111111,0.144102159,7.444444444,3.97523196,1.12E+11,31.80185568,IM
1.3465,0.075052471,1582.6175,384.7410284,-36,5.184110338,1.039720771,1.7425,0.169318487,6.75,3.269174208,1.37E+11,45.13036672,IM
1.348,0.0991,1523.67,316.63,-15.5475,3.0637,0.521,1.7772,0.2343,9.4923,2.8776,1.25E+11,28.4336,IM
1.34816,0.096916084,1771.214,236.6143292,-29.8816,11.90449196,1.217964591,1.7252,0.186174542,6.82,3.241542843,1.37E+11,39.17192872,AM
1.3482,0.0886,2042.15,421.36,-33.43,9.3797,1.1655,1.7315,0.2124,7.5,2.7839,1.61E+11,29.4066,AM
1.348918033,0.063157393,1227.112951,325.3895924,-9.833915614,6.259918961,1.032811151,1.754918033,0.147355074,6.704918033,3.782376139,1.17E+11,43.63292682,IM
1.3515,0.139676664,1599.75,303.2757615,-10.08333333,5.674648008,0.721463687,1.7525,0.273621545,8.083333333,3.328120925,1.46E+11,59.04159315,IM
1.3516,0.0667,1591.06,285.72,-8.64,0.1764,0.673,1.756,0.1764,8.2,3.4293,1.28E+11,14.6969,IM
1.3532,0.082227802,2024.55,403.1889724,-33.14,9.625171219,1.164821377,1.725,0.194486503,7.2,2.821347196,1.57E+11,31,AM
1.3545,0.0667,2084.2,658.76,-31.686,4.168,0.9957,1.7282,0.1513,6.7727,2.7623,1.61E+11,34.2002,IM
1.3565,0.077773682,1854.5,86.5,-28,0,0.693147181,1.71,0.17,6.5,2.5,1.45E+11,35,IM
1.356857143,0.067108307,1607.725714,288.6239979,-8.816326531,0.090894795,0.682908105,1.745714286,0.178153797,8,3.464101615,1.27E+11,14.84614978,IM
1.3569,0.1062,1161,359.26,4.9704,0.8551,0.5402,1.9138,0.0253,9.3846,2.9493,1.21E+11,34.5487,IM
1.35838,0.105634554,1845.695,158.2619892,-43.378,14.71108738,1.137782583,1.7749,0.274289974,8.02,2.821276307,1.49E+11,45.42687653,AM
1.359,0.0879,2052.8,415.94,-33.76,10.3646,1.2206,1.713,0.2121,7.2,2.8213,1.57E+11,31,AM
1.3591875,0.077075001,1221.139375,330.7893209,-27.140625,5.591037455,0.984086503,1.649375,0.122956738,4.1875,1.666536453,9.15E+10,18.75499933,IM
1.359295238,0.088739237,1695.138,312.6839823,-20.99229025,9.221529075,1.292961309,1.710190476,0.18184756,6.676190476,3.410055824,1.30E+11,28.95661623,AM
1.36,0.060294118,1347.55,10.22,-9,0,0.693147181,2.22,0.32,11,0,1.80E+11,40,IM
1.36099,0.106215111,1849.0835,159.0551043,-43.12,13.45725043,1.121656603,1.7551,0.266602682,7.84,2.88,1.47E+11,45.56611802,AM
1.3618,0.056812817,1751.294,475.1723621,-14.88,6.897721363,1.609437912,1.598,0.04621688,5,1.414213562,1.25E+11,31.93994364,IM
1.3625,0.062505012,1397.5025,358.4246911,-12.5,6.099436449,1.039720771,1.7375,0.164373812,7.25,3.766629793,1.17E+11,26.39602243,IM
1.36273,0.106578606,1851.3425,159.5416805,-42.688,12.48852104,1.100745697,1.7419,0.260517543,7.72,2.912318664,1.46E+11,45.60501922,AM
1.3639,0.035474579,1820.9975,30.7411348,-10.45,9.709447397,0.198515243,2.185,0.065383484,9.7,1.307669683,1.76E+11,17.43559577,AM
1.364333333,0.122659618,1459.666667,379.4806392,-3.555555556,0.20951312,0.636514168,1.71,0.282842712,7.333333333,3.771236166,1.35E+11,63.63961031,IM
1.36435,0.11603108,1887.7041,333.6867065,-42.1864,8.071584948,0.944157525,1.7169,0.257548811,7.76,2.877915913,1.46E+11,49.85878324,AM
1.36447,0.114571912,1885.9788,356.4442952,-42.07,8.519775241,0.985854077,1.7166,0.254386399,7.7,2.896549672,1.46E+11,49.72482554,AM
1.3645,0.114578677,1867.8135,358.2317145,-42.4148,8.322971128,0.990975569,1.7167,0.254342505,7.68,2.921917179,1.45E+11,50.14077059,AM
1.364769231,0.095366926,1072.225385,428.3169231,8.520710059,0.682749203,0.61724177,1.863076923,0.055384615,8.538461538,3.692307692,1.07E+11,49.23230769,IM
1.3655,0.090987912,1729.1464,314.3896565,-25.9576,10.7893477,1.240457997,1.7256,0.186313285,6.83,3.231269101,1.33E+11,36.6696114,AM
1.36576,0.109887013,1876.83025,422.4791601,-41.7726,9.638342766,1.097774715,1.7142,0.244375449,7.485,2.956311046,1.45E+11,49.50107743,AM
1.366,0.055790802,1115.312857,209.974045,-0.979591837,0.010099422,0.682908105,1.734285714,0.143512781,6.428571429,3.958973274,1.03E+11,31.6717862,IM
1.36633,0.114185823,1878.0335,368.5275633,-42.4704,8.718633256,1.011860276,1.7136,0.253856337,7.63,2.924568344,1.45E+11,50.08005466,AM
1.36731,0.117564223,1638.4458,340.7397714,-20.8872,7.458442787,1.133234126,1.6807,0.249368222,7.58,3.747479153,1.18E+11,29.69927398,AM
1.367333333,0.03861334,1048.296667,204.37743,-3.555555556,0.20951312,0.636514168,2.213333333,0.230988215,7,2.828427125,1.01E+11,83.9100047,IM
1.36807,0.115247253,1871.8135,358.8808343,-43.0104,8.479275566,0.99886058,1.7109,0.256472591,7.62,2.935234233,1.44E+11,50.54545809,AM
1.3683,0.0658,1225.98,413.67,-9.7778,0.5762,0.6365,1.6833,0.1037,4.6667,2.357,1.07E+11,44.312,IM
1.369166667,0.148889736,1309.975,106.872869,-11.66666667,3.478327965,0.450561209,1.77,0.290688837,9.666666667,2.98142397,1.20E+11,43.97600356,IM
1.36924,0.112094334,1864.39025,405.3974639,-42.8506,9.407681795,1.079420803,1.7088,0.249763008,7.465,2.976369433,1.43E+11,50.43352335,AM
1.37066,0.087681274,1667.8719,305.6079358,-16.8852,8.332451119,1.211629515,1.7193,0.214155341,7.77,3.420102338,1.25E+11,27.40270034,AM
1.372,0.096892183,1048.43,437.4728234,8.888888889,0.523782801,0.636514168,1.86,0.056568542,8.333333333,3.771236166,1.04E+11,50.28472023,IM
1.37201,0.09479659,1702.8449,329.9886573,-21.198,9.756478121,1.431601604,1.6897,0.195153555,6.51,3.410263919,1.26E+11,29.89304355,AM
1.37272,0.114180352,1851.95025,387.1641249,-43.9414,9.015860877,1.055045141,1.7034,0.25492242,7.445,2.996160042,1.41E+11,51.27237723,AM
1.37375,0.086264529,1670.4119,306.8095331,-15.4404,7.281925809,1.166514431,1.7157,0.214113311,7.77,3.420102338,1.25E+11,27.32836718,AM
1.37546,0.07656994,1679.3388,330.2197274,-16.5552,7.826990087,1.100957296,1.7233,0.183575897,7.14,3.349686553,1.29E+11,27.57514098,AM
1.3762,0.116152692,1839.51025,367.6078185,-45.045,8.423596153,1.023445004,1.698,0.259867274,7.425,3.015688147,1.39E+11,52.02216675,AM
1.3776,0.059023492,1997.494,594.8655042,-14.56,6.814736972,1.609437912,1.608,0.039698866,4.6,1.019803903,1.35E+11,36.2789195,IM
1.377886792,0.086004211,1703.736604,326.9562137,-24.8508366,10.91405203,1.366788232,1.687169811,0.185603324,6.386792453,3.306856099,1.24E+11,33.60189122,AM
1.378333333,0.055165568,1330.483333,509.9896255,-10.22222222,4.086009453,1.098612289,1.696666667,0.150628314,9,3.559026084,1.07E+11,28.67441756,IM
1.37968,0.118018115,1827.07025,346.504617,-46.1614,7.564065035,0.982282257,1.6926,0.264609599,7.405,3.034958814,1.37E+11,52.6866945,AM
1.380285714,0.059239521,1171.907143,377.0022251,-15.51020408,1.576529096,0.598269589,1.687142857,0.121973567,4.714285714,2.710523709,1.06E+11,46.98241095,IM
1.380666667,0.05258061,1074.903333,200.0169382,-0.888888889,0.05237828,0.636514168,1.706666667,0.136707311,5.666666667,3.771236166,9.73E+10,30.16988933,IM
1.3807,0.08076088,1680.7965,359.8618612,-19.61,8.772941482,1.164821377,1.725,0.185404962,6.95,3.278337994,1.29E+11,31.35267134,AM
1.3807,0.099427646,1654.4158,334.6187713,-18.0096,7.428526763,1.143316977,1.7104,0.242618713,8.14,3.388273897,1.22E+11,31.28320902,AM
1.381,0.036929761,918.625,14.845,2,0,0.693147181,1.83,0.22,4,1,59000000000,17,IM
1.381,0.031480181,2962.8,510.100147,-4.64,2.219693673,1.609437912,1.85,0.343394817,5.4,0.489897949,2.14E+11,53.88877434,SS
1.3831,0.054240906,1101.783,278.0662945,-5.4,4.272797678,0.801818553,1.695,0.129942295,5.2,3.4,9.92E+10,36.91287038,IM
1.3849,0.120628776,1808.41025,311.2555795,-47.86,5.430658731,0.879904293,1.6845,0.27136645,7.375,3.063392727,1.34E+11,53.53045538,AM
1.385666667,0.109884768,1212.846667,204.9525435,-2.666666667,0.15713484,0.636514168,1.703333333,0.278128667,8,4.242640687,1.08E+11,44.78342948,IM
1.3869,0.02941415,1255.5115,291.297497,-18.81,0.094523807,0.688138814,1.577,0.029849623,5.2,1.989974874,1.00E+11,21.88972362,IM
1.387384615,0.040676892,1414.058462,607.9016623,-15.14792899,0.41453617,0.666278442,1.617692308,0.009730085,3.769230769,0.973008511,1.08E+11,40.86635745,IM
1.3874,0.15770506,1300.416,114.708,-13.44,3.024,0.500402424,1.744,0.312,9.4,3.2,1.16E+11,47.2,IM
1.388833333,0.112927833,1143.193333,326.5594162,0.777777778,2.922876986,0.867563228,1.811666667,0.225419362,8.333333333,3.815174381,1.11E+11,41.88774682,IM
1.389,0.094090991,869.1375,418.658151,-22.625,8.012014903,1.039720771,1.4675,0.489048822,4.25,4.08503366,4.05E+10,57.62161053,IM
1.389411765,0.055258661,1129.83,353.9930242,-13.67474048,2.25888191,0.545594574,1.673529412,0.114529276,4.411764706,2.545095018,1.00E+11,44.11498031,IM
1.389571429,0.110750648,943.1442857,510.6755084,6.530612245,11.58595594,1.078992208,1.422857143,0.398881088,2.428571429,1.293626448,5.50E+10,39.16995933,IM
1.391,0.029475198,1226.235,292.765,-19,0,0.693147181,1.58,0.03,5,2,9.80E+10,22,IM
1.3914,0.103280651,1684.962,421.2542965,-17.28,4.79315512,1.088899975,1.69,0.264272587,8.2,3.42928564,1.20E+11,27.26617766,AM
1.39175,0.063152898,1404.735,473.5010034,-24.75,5.552659836,1.039720771,1.6475,0.109173028,4.5,2.061552813,1.08E+11,38.39270764,IM
1.3922,0.1041,1766.87,344.84,-45.3014,11.7672,1.2689,1.669,0.2373,6.6139,3.1117,1.29E+11,48.583,AM
1.392846154,0.081527091,1111.370769,211.0329994,-2.017751479,0.498221076,1.015832175,1.686538462,0.208731375,6.230769231,4.097914031,9.83E+10,37.1905377,IM
1.39325,0.110918364,2300.57,573.2209741,-48.6432,24.36215874,1.593331876,1.6047,0.195076677,4.38,0.485386444,1.28E+11,45.14828885,AM
1.3939,0.105535828,1647.162,358.1120907,-18.72,4.413521043,0.897945725,1.693,0.259963459,8.2,3.42928564,1.16E+11,31.00235206,AM
1.394,0.019275508,2617.156667,1190.546259,-8,0.471404521,0.636514168,1.803333333,0.136707311,5.666666667,1.885618083,2.72E+11,138.5929291,IM
1.394333333,0.186561732,1317.308333,90.47503715,-7.222222222,2.153250645,0.450561209,1.75,0.335410197,9.5,3.354101966,1.20E+11,45.83939354,IM
1.3944,0.033025249,1602.882,819.8589138,-20.16,0.411514277,0.673011667,1.846,0.28903979,5,2.449489743,1.34E+11,70.54530459,IM
1.39705,0.105775239,1791.147,328.9590377,-45.41,11.99027832,1.258048145,1.661,0.241824316,6.6,3.088689042,1.28E+11,48.6714688,AM
1.39725,0.023104619,3157.75,367.7297751,-6.5,2.365110991,1.386294361,1.905,0.363696302,5.5,0.5,2.28E+11,52.14163404,SS
1.3975,0.024686941,1914.735,981.265,-5,0,0.693147181,1.885,0.275,4.5,1.5,1.53E+11,77,IM
1.3978,0.039497885,1865.294,612.7950242,-15.52,7.290607656,1.609437912,1.586,0.034985711,4.8,1.326649916,1.27E+11,34.28352374,IM
1.397833333,0.15912221,1605.666667,306.3966202,-16.22222222,6.615544732,0.867563228,1.695,0.30516389,7.5,3.547299442,1.34E+11,64.59274125,IM
1.39825,0.013935685,1764.4175,479.7477628,-33,4.763139721,0.562335145,2.1125,0.29011851,8.25,3.031088913,1.92E+11,66.68395609,IM
1.3985,0.086560415,2226.05875,699.0533575,-32.1875,18.28458169,2.079441542,1.65875,0.240698852,4.5,0.866025404,1.40E+11,55.20277881,AM
1.3986,0.129252355,1262.832,618.7019172,0,0,0.673011667,1.912,0.039191836,7,2.449489743,1.31E+11,59.76754972,IM
1.399090909,0.049897204,1085.202727,321.8737211,-11.30578512,2.96761719,0.474139313,1.659090909,0.104137544,4.090909091,2.314167648,9.49E+10,40.11223922,IM
1.399125,0.044375959,1110.9775,313.6906122,-14.5625,2.262942917,0.73562194,1.63625,0.094198925,4.25,2.222048604,94500000000,35.38007914,IM
1.40006,0.139805008,1837.74125,288.7779418,-35.148,13.43727923,1.466622078,1.54265,0.219468625,5.025,3.094248697,1.09E+11,36.34278451,AM
1.400342,0.139912901,1838.11525,289.0324122,-35.1966,13.42421791,1.464453824,1.54223,0.219674138,5.025,3.094248697,1.09E+11,36.38314537,AM
1.4003622,0.137644169,1833.044929,290.698348,-34.26628064,13.44128242,1.484390056,1.549125,0.221818855,5.1377,3.145749308,1.10E+11,36.18917569,AM
1.400461538,0.028485858,1158.673846,284.8628367,-17.98816568,0.492261702,0.666278442,1.586923077,0.029190255,4.538461538,1.946017022,9.29E+10,21.40618724,IM
1.40047,0.107461264,1815.0376,308.5457662,-45.3036,12.05733543,1.236794334,1.6554,0.246143942,6.62,3.068484968,1.28E+11,48.78775948,AM
1.4004833,0.142199464,1843.317225,287.4816279,-36.140275,13.33804195,1.439464421,1.535102,0.217392708,4.9125,3.038065791,1.08E+11,36.57506861,AM
1.400487487,0.135289628,1827.55471,292.7136493,-33.2217102,13.37488797,1.500050585,1.555780781,0.223476638,5.246746747,3.192313862,1.10E+11,35.85947473,AM
1.40054,0.144418198,1848.407,285.7547369,-37.068,13.19042541,1.411122292,1.5281,0.214796159,4.8,2.976575213,1.08E+11,36.74213446,AM
1.4006108,0.146607984,1853.515475,283.9380398,-37.99677,12.96712214,1.3782959,1.521077,0.211945158,4.6875,2.909440453,1.07E+11,36.89835458,AM
1.400666667,0.031636381,1491.313333,788.9096077,-18.66666667,1.099943882,0.636514168,1.806666667,0.278128667,4.666666667,2.357022604,1.24E+11,67.88225099,IM
1.4006675,0.14876022,1858.60525,282.0054612,-38.92175,12.65995692,1.340849545,1.514075,0.208811265,4.575,2.836260743,1.06E+11,37.04026754,AM
1.400714286,0.070585668,2323.428571,328.0691814,-2.530612245,1.624895669,1.475076311,1.645714286,0.232431688,4.857142857,0.638876565,1.52E+11,46.21470891,SS
1.40104,0.107382417,1772.4132,348.4802935,-42.8112,13.81818802,1.415222868,1.6578,0.247986209,6.72,3.168848371,1.25E+11,48.17613517,AM
1.4015,0.017919898,1839.7825,349.2117537,-0.75,0.108253175,0.562335145,2.1925,0.151554446,10.25,0.433012702,1.98E+11,56.29165125,IM
1.40189,0.121747782,1835.1724,262.2115692,-25.8764,11.13837134,1.394605827,1.5478,0.17550829,4.62,2.71580559,1.10E+11,26.8048231,AM
1.402285714,0.10234204,1030.534286,377.8592555,5.87755102,0.06059653,0.682908105,1.81,0.103923048,11.42857143,0.494871659,98000000000,48.49742261,IM
1.40275,0.111180044,1633.68806,386.0836289,-22.334172,3.365453925,0.7650988,1.68071,0.273636978,8.196,3.459130527,1.13E+11,33.69168196,AM
1.40288,0.106962588,1778.2455,346.3660267,-43.254,13.70253256,1.404224468,1.6542,0.247055378,6.65,3.150793551,1.25E+11,48.1778995,AM
1.403,0.035801478,1245.8525,541.0623614,-12,1.732050808,0.562335145,1.615,0.008660254,3.5,0.866025404,9.70E+10,36.37306696,IM
1.403,0.100931888,1061.516667,209.629642,-5.333333333,5.490732934,1.098612289,1.753333333,0.319409177,6,3.741657387,75666666667,45.50702022,IM
1.403243655,0.110590443,1626.544609,390.8810396,-22.59446211,3.988826902,0.794931001,1.679634518,0.272327193,8.136040609,3.482774225,1.12E+11,33.73060193,AM
1.40329,0.120055375,1849.6393,246.5119134,-28.2612,11.95009733,1.440526996,1.5549,0.183251166,4.75,2.72901081,1.12E+11,30.39838606,AM
1.403315,0.110629231,1627.13437,390.7105356,-22.589488,3.959848238,0.793650698,1.67952,0.272433789,8.137,3.481986646,1.12E+11,33.73291929,AM
1.4036,0.09258017,1980.954,461.9512144,-21.28,12.72619975,1.609437912,1.656,0.222225111,6.8,3.059411708,1.34E+11,40.03470716,AM
1.403784118,0.1084412,1778.966798,347.7558731,-43.72846432,14.14411443,1.435963506,1.652559804,0.249713613,6.653333333,3.157906148,1.24E+11,48.21048163,AM
1.403875,0.015518142,1625.92625,536.3743048,-41.25,1.331338025,0.661563238,2.02875,0.324362355,7.375,3.388860428,1.72E+11,74.55492941,IM
1.403915,0.109164109,1608.82457,400.9385353,-23.119748,5.143006936,0.852061678,1.67797,0.269049771,8.007,3.531706528,1.11E+11,33.7817893,AM
1.4047,0.0275,1128.65,276.02,-16.8889,0.9952,0.6365,1.59,0.0283,4.3333,1.8856,90666666667,20.7418,IM
1.4049,0.099859939,940.161,461.6841207,9.9,0.049749372,0.688138814,1.846,0.059699246,7.4,3.979949748,91998500000,53.06765496,IM
1.407365385,0.044380905,1101.272115,425.4560153,-4.659763314,1.82268844,0.395067121,1.616730769,0.017065615,3.403846154,1.023936886,87307692308,28.6702328,IM
1.4075,0.015382334,828.2425,234.8011376,-3,0.433012702,0.562335145,1.72,0.121243557,11.75,0.433012702,7.75E+10,12.99038106,IM
1.4087,0.0167,647.72,487.63,-16.8889,0.9952,0.6365,2.0533,0.3441,5.6667,3.7712,1.11E+11,77.3103,IM
1.40925,0.039347075,2541,522.6963746,-0.25,0.824431622,1.386294361,1.5675,0.050682837,4.75,0.433012702,1.60E+11,32.40370349,SS
1.40975,0.0394704,1951.8675,657.2079752,-16.25,7.749495951,1.386294361,1.595,0.03354102,4.25,0.829156198,1.29E+11,38.11823711,SS
1.409882353,0.028281193,1327.241765,709.8821442,-15.11418685,2.496658954,0.545594574,1.748823529,0.250267677,4.176470588,2.120912515,1.10E+11,61.08228043,IM
1.410133333,0.025715132,1089.611333,258.9311085,-14.86222222,1.829794181,0.579915171,1.594,0.026532998,4.066666667,1.768866555,8.77E+10,19.4575321,IM
1.410588235,0.038324397,2446.439412,632.6195641,-4.816608997,4.845719771,1.52846571,1.57,0.05017616,4.647058824,0.588235294,1.55E+11,37.13325858,SS
1.410692308,0.032839485,1033.669615,208.2489345,-7.189349112,4.060946539,0.618977214,1.625384615,0.081534833,4.076923077,2.368431434,8.60E+10,20.93947321,IM
1.4118,0.0374,2362.39,705.75,-8.3951,6.2132,1.5811,1.5722,0.0496,4.5556,0.6849,1.51E+11,40.376,SS
1.4124,0.0868,1873.09,478.06,-20.32,9.7504,1.6094,1.554,0.1188,4.4,1.0198,1.15E+11,38.8485,IM
1.412933333,0.032989908,1581.250667,728.1878816,-33.92,5.456818446,1.009613758,1.753333333,0.270669951,4.533333333,2.12498366,1.21E+11,60.97343684,IM
1.4132,0.018372906,675.718,456.594686,-4.8,0.09797959,0.673011667,1.858,0.058787754,6.2,3.919183588,7.36E+10,21.55550974,IM
1.4138,0.035665443,2219.494,795.005429,-13.44,7.484426498,1.609437912,1.576,0.048414874,4.4,0.8,1.43E+11,44.37296474,SS
1.41415,0.11328335,1910.6,178.1320858,-43.47,11.98115336,1.048653789,1.633,0.26151673,6.7,2.984962311,1.28E+11,49.24800828,AM
1.414833333,0.070711992,2346.833333,348.9027642,-2.666666667,1.837537268,1.560710409,1.648333333,0.250959271,4.833333333,0.687184271,1.50E+11,49.77825056,SS
1.4156,0.0232,1050.58,234.21,-12.16,2.736,0.5004,1.598,0.024,3.8,1.6,84800000000,17.6,IM
1.4157,0.110505978,1644.647,404.9750764,-23.87,4.759660781,0.845113257,1.6575,0.274515482,7.8,3.544009029,1.09E+11,34.14176328,AM
1.4163,0.0352,1152.14,143.39,-3,0.433,0.5623,1.96,0.052,9.5,2.5981,8.55E+10,25.1147,IM
1.4167,0.0257,929.02,10.6,1.02,0.3499,0.4227,1.676,0.1571,3.3,0.7141,7.09E+10,12.1404,IM
1.417,0.015,1302.78,522.28,-39.1111,2.3046,0.6365,1.8333,0.3158,5.3333,3.2998,1.27E+11,72.5963,IM
1.4203,0.0389,1238.39,428.14,-20.1875,6.9078,0.9003,1.6288,0.1067,4.25,2.586,92500000000,22.9946,IM
1.420285714,0.020202993,1017.117143,204.8928184,-9.306122449,3.392150518,0.410116318,1.601428571,0.020995626,3.571428571,1.399708424,8.23E+10,15.39679267,IM
1.421515,0.111504929,1670.26725,400.9733076,-23.8076,4.005775791,0.813732865,1.6476,0.278065172,7.745,3.531285177,1.08E+11,34.28915069,AM
1.4216,0.1106,1658.51,408.09,-24.2434,4.7825,0.8501,1.6472,0.2759,7.674,3.5524,1.08E+11,34.2544,AM
1.421909091,0.041205297,1257.495152,459.4583256,-23.55922865,4.148763144,0.831831708,1.613030303,0.074690669,3.696969697,1.42456476,92787878788,28.31399437,IM
1.4219,0.1088,1635.77,421.17,-25.0561,6.0292,0.9099,1.646,0.2716,7.525,3.5902,1.07E+11,34.1679,AM
1.423166667,0.074763443,2228.078333,746.6088762,-16.11111111,8.932301396,1.791759469,1.633333333,0.257272013,4.666666667,1.105541597,1.41E+11,60.37693457,AM
1.4235,0.124692659,1325.5,402.5,-4,0,0.693147181,1.61,0.3,6,4,1.13E+11,67.5,AM
1.423818182,0.070059046,2361.727273,360.7462193,-2.710743802,1.962769907,1.594166699,1.65,0.262054817,4.818181818,0.715818898,1.49E+11,51.89886064,SS
1.4238,0.1106,1663.9,409.17,-24.3725,4.7902,0.8517,1.6433,0.2763,7.625,3.5545,1.07E+11,34.2859,AM
1.4245,0.1253,1928,200,-49,0,0.6931,1.62,0.29,7,3,1.25E+11,54.5833,AM
1.4252,0.0748,2237,271.48,-1.28,1.5002,1.3322,1.546,0.1129,4.6,0.4899,1.34E+11,37.9839,SS
1.428,0.083321563,669.6935714,82.87874685,1.591836735,1.13527562,0.257318641,1.598571429,0.185428351,11.21428571,2.832933145,65450000000,16.4052583,IM
1.4292,0.2103,1271.19,345.92,-34.88,8.8797,1.0549,1.604,0.3287,3.2,0.7483,7.38E+10,30.3605,IM
1.430625,0.026584657,1193.53625,109.5175683,-1.75,0.744117556,0.376770161,1.945,0.03968627,10.25,1.984313483,9.28E+10,19.18169701,IM
1.43175,0.016029106,1001.925,403.5764984,-3.75,0.541265877,0.562335145,1.9,0.051961524,9,3.464101615,89000000000,19.05255888,IM
1.432,0.1105,1683.16,412.42,-24.76,4.8103,0.8557,1.629,0.2774,7.45,3.5563,1.06E+11,34.3425,AM
1.4324,0.1043,1948.75,377.08,-15.84,8.4752,1.6094,1.58,0.248,6.2,2.8566,1.20E+11,33.2181,AM
1.4334,0.103363704,1932.154,384.5332169,-27.36,13.31702069,1.609437912,1.596,0.265525893,6.6,3.2,1.22E+11,36.31498007,AM
