a,delta,Tm,D_Tm,Hmix,σHmix,Sid,Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus,D_Bulk,Phase_inshort
1.433944,0.070176939,1049.91426,286.5192425,-14.097564,5.58586201,0.501293639,1.61741,0.126064237,3.637,2.013263768,83679000000,31.42871233,AM
1.434399,0.069566942,1053.55426,295.2322661,-12.993552,5.52776373,0.501293639,1.61468,0.119871171,3.546,1.725654658,83679000000,31.42871233,AM
1.4344,0.102415552,1940.154,380.598648,-23.52,11.38775483,1.609437912,1.59,0.258611678,6.4,3.006659276,1.22E+11,36.31498007,AM
1.4346,0.0685,2379.6,373.68,-2.72,2.1024,1.6094,1.652,0.2748,4.8,0.7483,1.48E+11,54.3149,SS
1.4352,0.0786,2094.49,749.56,-20,10.0975,1.6094,1.528,0.1134,4.4,1.0198,1.23E+11,49.7929,AM
1.43537,0.111447554,1707.0491,402.7834702,-24.1616,3.730041616,0.806630942,1.6234,0.280568067,7.47,3.533992077,1.06E+11,34.43926421,AM
1.43575,0.079581612,1036.9275,185.2878124,-2.25,0.488140605,1.039720771,1.6075,0.208611481,4.75,3.631459762,84250000000,34.58594368,IM
1.4363,0.0919,941.82,332.2,0.8889,6.0811,1.0986,1.7433,0.3103,6,3.7417,72000000000,48.4218,IM
1.436425,0.075490316,1020.01185,250.711202,-10.4742,6.045608545,0.510177328,1.60285,0.132326783,3.45,1.430908802,8.15E+10,30.42170114,AM
1.4365,0.104163159,722.8457143,108.7640296,-5.836734694,4.162677274,0.257318641,1.603571429,0.167400595,11.28571429,2.575393768,66214285714,13.64958697,IM
1.437,0.091796511,1071.413333,202.5298507,-2.666666667,0.608580619,1.098612289,1.606666667,0.240878024,5.333333333,4.027681991,87000000000,39.55586766,IM
1.4373,0.0692,3298.67,560.5,-5.3333,0.3143,0.6365,2.0067,0.4997,5.3333,0.9428,2.43E+11,94.2809,IM
1.438,0.003933835,1073.12,373.6493653,1.777777778,0.10475656,0.636514168,2.366666667,0.245130351,9,2.828427125,1.57E+11,89.09545443,IM
1.438130435,0.056489644,1040.498261,351.6752965,-2.449905482,3.440187489,0.669893222,1.575217391,0.103666252,3.130434783,0.946588742,79260869565,26.98665917,IM
1.4395,0.112191733,1140.385,217.385,-3,0,0.693147181,1.605,0.295,6.5,4.5,92500000000,47.5,AM
1.4395,0.009,1185.35,436.27,-22.5,3.2476,0.5623,1.5925,0.0303,3.25,0.433,8.45E+10,14.7224,IM
1.44022,0.104648958,1650.6691,427.7474218,-24.6744,7.266321097,1.098110666,1.6367,0.276279044,7.43,3.57842144,1.03E+11,32.94310461,AM
1.4405,0.0756,1039.87,271.85,-14.4736,5.8112,0.5343,1.6088,0.134,3.56,1.8991,82025000000,30.3095,AM
1.4405,0.112808053,1742.885,385.115,-23,0,0.693147181,1.615,0.285,7.5,3.5,1.05E+11,34.58333333,AM
1.440666667,0.004253766,1134.443333,142.1096068,-3.555555556,0.20951312,0.636514168,1.823333333,0.150849447,8.333333333,3.771236166,92000000000,11.3137085,IM
1.4408,0.0673,2389.95,380.59,-2.7036,2.1785,1.6036,1.6532,0.2819,4.7895,0.7663,1.48E+11,55.6563,SS
1.447,0.010366275,1437.235,503.765,-30,0,0.693147181,1.575,0.035,3.5,0.5,9.30E+10,17,IM
1.447777778,0.065542048,2401.444444,387.7903532,-2.666666667,2.259562821,1.58109375,1.654444444,0.289524941,4.777777778,0.785674201,1.47E+11,57.10178504,SS
1.45148,0.118644069,1673.6271,414.412124,-24.8776,7.394921373,1.057488298,1.6063,0.28143438,7.1,3.612478374,1.02E+11,36.12964526,AM
1.4525,0.070483977,2250.5,302.0153142,-0.25,1.598338982,1.386294361,1.525,0.117153745,4.5,0.5,1.28E+11,39.93647299,SS
1.45489,0.124749139,1875.804,319.1533772,-30.6216,10.28772813,1.22439878,1.5249,0.248738799,5.68,3.202748819,1.01E+11,37.55356452,AM
1.455529412,0.063163351,2414.294118,395.291369,-2.602076125,2.347013854,1.52846571,1.655882353,0.297856239,4.764705882,0.8065476,1.46E+11,58.66555585,SS
1.457,0.034809102,2135.794,739.5268337,-15.12,9.638789966,1.504788284,1.547,0.081123363,4.2,0.748331477,1.26E+11,44.82695432,SS
1.45775,0.005049711,1764.4825,305.7372784,-1.5,0.216506351,0.562335145,1.6375,0.168874954,5.75,3.031088913,1.08E+11,4.330127019,IM
1.459714286,0.126793306,1029.188571,605.1884496,-3.918367347,0.040397686,0.682908105,1.938571429,0.024743583,6.571428571,2.969229956,1.10E+11,60.37434244,IM
1.4598,0.036580353,1254.105,249.675,-3.6,1.92,0.325082973,2.482,0.174,10.3,2.1,2.04E+11,48.6,IM
1.463666667,0.066346617,769.4533333,108.5738892,-3.555555556,0.20951312,0.636514168,1.536666667,0.160277537,8.666666667,4.714045208,61666666667,11.78511302,IM
1.464,0.037859034,807.54,218.1171582,5.25,0.757772228,0.562335145,1.6525,0.073612159,3,0,65332500000,18.47665199,IM
1.46425,0.059880115,2428.75,403.0740472,-2.5,2.443102536,1.386294361,1.6575,0.306950729,4.75,0.829156198,1.45E+11,60.36456086,SS
1.465925926,0.238544475,1368.925926,336.6965802,-40.79012346,10.43796088,1.024772774,1.535555556,0.39311042,3.037037037,0.999313894,66259259259,36.32935003,IM
1.4665,0.0806,1009.1,167.56,-2.4844,0.4878,1.0434,1.5519,0.2148,4.125,3.3331,76375000000,33.5892,IM
1.4696,0.0493,2264.97,654.18,-8.6176,8.5272,1.6572,1.5142,0.0997,4.3,0.6403,1.27E+11,47.3678,SS
1.474166667,0.044241028,1113.288333,271.9990356,-1.666666667,0.496903995,0.450561209,1.935,0.01118034,9.833333333,2.608745974,93000000000,15.65247584,IM
1.47475,0.050208627,1232.1025,517.2466628,-33,4.763139721,0.562335145,1.54,0.121243557,3.25,0.433012702,74708333333,2.237232293,IM
1.476,0.095938404,751.645,429.4218019,8.222222222,2.498696505,1.011404265,1.85,0.072801099,5.833333333,3.670452591,72998333333,48.17351742,IM
1.4793,0.053047552,2316.4882,594.4867313,-4.864,7.240567591,1.61932983,1.4988,0.106595309,4.34,0.58685603,1.26E+11,48.19255832,SS
1.479454545,0.06856518,968.2354545,123.2786823,-2.181818182,0.312960268,0.916464886,1.527272727,0.183109054,3.363636364,2.459590774,70545454545,26.30714952,IM
1.48,0.047297297,1088.96,291.94,-1.92,0.432,0.500402424,1.936,0.012,9.6,2.8,91600000000,16.8,IM
1.482168,0.100440875,1870.63158,455.3208137,-33.612016,11.42411164,1.249562163,1.53236,0.2509112,5.784,3.008212758,1.01E+11,42.89271043,AM
1.482666667,0.112870012,1191.333333,379.4806392,-3.555555556,0.20951312,0.636514168,1.51,0.282842712,4.666666667,3.771236166,9.00E+10,63.63961031,IM
1.483533333,0.0408656,772.1473333,225.2093015,-3.413333333,0.849145278,0.970115784,1.36,0.286006993,2.2,0.909212113,50200000000,29.50977239,IM
1.48386,0.048446225,2360.7682,623.4179981,-4.4096,7.272507347,1.519249346,1.4936,0.103184495,4.34,0.58685603,1.28E+11,49.92191247,SS
1.484119,0.101110103,1851.02353,440.5852339,-34.905488,10.75480229,1.200846125,1.52956,0.253052972,5.785,3.032618506,98905500000,41.97363839,AM
1.487,0.060972711,2444.2,361.8421755,-1.6,2.311709324,1.609437912,1.586,0.309554519,4.6,0.8,1.38E+11,55.79824768,SS
1.487574074,0.062373018,856.5021605,107.9646516,-2.501905197,1.191731419,1.090269752,1.503580247,0.157207959,5.327160494,4.413545713,61938271605,13.88564022,IM
1.4877,0.1104,973.38,554.02,-4.7347,2.8234,0.9557,2.0286,0.2099,6.7143,3.1493,1.16E+11,68.1008,IM
1.48872,0.049230841,2397.1976,642.8454603,-6.3296,8.313593039,1.744040246,1.4788,0.115838508,4.32,0.61449166,1.29E+11,48.59128225,SS
1.48875,0.050899898,1052.4675,316.0343205,-2.25,0.324759526,0.562335145,1.9375,0.012990381,9.25,3.031088913,89500000000,18.18653348,IM
1.4892,0.038818129,974.298,444.6215802,-10.56,0.215555097,0.673011667,2.236,0.372322441,7.8,3.92E+00,1.45E+11,91.44925006,IM
1.492230769,0.026908604,601.3146154,221.4369231,-3.408284024,0.273099681,0.61724177,1.173846154,0.290769231,1.615384615,0.923076923,31000000000,30,IM
1.493333333,0.101962272,1067.923333,204.9525435,-2.666666667,0.15713484,0.636514168,1.506666667,0.278128667,5,4.24E+00,76666666667,44.78342948,IM
1.4965,0.103809205,1928.4376,340.480546,-44.7568,3.727142597,0.826537633,1.5032,0.252463383,5.48,2.69E+00,99630000000,47.65922191,AM
1.4976,0.099743591,1863.62,396.1569814,-32.2175,8.442054702,1.009557071,1.50875,0.25382265,5.75,3.03E+00,94241666667,38.50964796,AM
1.49874,0.101361866,1902.5215,367.7490957,-39.2688,7.932141274,0.977985616,1.5025,0.251345877,5.55,2.819131072,96830000000,43.88039919,AM
1.499,0.077416547,973.1025,68.64550363,-15,2.165063509,0.562335145,1.4825,0.220836478,3,0,64750000000,19.48557159,IM
1.4996,0.055209892,929.282,5.129231521,-1.92,0.039191836,0.673011667,1.49,0.146969385,2.6,0.489897949,63600000000,15.18683641,IM
1.50034,0.099572308,1884.01,384.9825242,-35.4448,8.52418585,1.005985909,1.502,0.250543409,5.6,2.905167809,94830000000,40.85106404,AM
1.5004,0.0499,2523,476.41,2.72,1.2084,1.6094,1.454,0.1183,4.4,0.4899,1.32E+11,46.4268,SS
1.501076923,0.081397736,770.4238462,321.7027375,4.26035503,0.732955994,0.540204142,1.738461538,0.088478259,11.76923077,0.421325044,64615384615,41.28985434,IM
1.50348,0.096609903,1861.2555,408.1534332,-32.352,8.234657887,1.000883437,1.4986,0.246759073,5.57,2.950440645,92190000000,37.20621229,AM
1.5037,0.115754332,1359.424,233.8568998,-22.12,8.934826243,1.227529411,1.409,0.338214429,5,3.130495168,75800000000,59.46730194,AM
1.50592,0.113487044,1332.2302,204.241176,-25.2352,8.010368346,1.18898046,1.4132,0.343804828,5.18,3.374551822,74000000000,56.9912274,AM
1.50666,0.112719829,1323.1656,192.5121456,-26.3568,7.452936398,1.15391657,1.4146,0.345636861,5.24,3.45,73400000000,56.1287805,AM
1.5074,0.111946698,1314.101,179.5635277,-27.52,6.697493262,1.088899975,1.416,0.347453594,5.3,3.522782991,72800000000,55.24635735,AM
1.51185,0.110637097,1322.3272,201.0170355,-22.5536,9.915696617,1.1807339,1.4043,0.340435765,5.06,3.33,72280000000,56.45884873,AM
1.513,0.102513676,1021.687143,168.9229679,-25.59183673,5.0913908,0.519579839,1.515714286,0.180543397,3,0,67857142857,15.59238433,IM
1.51325,0.108609644,1315.5475,227.2436989,-27.37,8.398888483,1.201367004,1.398,0.327759058,4.75,3.08,71100000000,55.41290463,AM
1.5134,0.114621559,1260.191,190.6511885,-27.52,6.697493262,1.088899975,1.41,0.352221521,5.3,3.522782991,71000000000,56.5791481,AM
1.516214286,0.106355732,962.9407143,56.43212148,-25.59183673,5.0913908,0.519579839,1.505,0.201059693,3,0,64428571429,22.15759878,IM
1.517,0.157547792,1563.885,206.115,-23,0,0.693147181,1.57,0.33,7,4,92000000000,48,IM
1.5171,0.051625095,1314.832,600.177793,-0.4,14.11674183,1.557113098,1.383,0.225435135,2.8,1.077032961,66300000000,35.58103427,SS
1.518,0.048723866,2331.25,316.0279853,2.5,1.211919964,1.386294361,1.4425,0.129687123,4.25,0.433012702,1.15E+11,35.44545399,SS
1.520692308,0.039350514,840.6469231,311.7081415,-1.893491124,0.051817021,0.666278442,1.782307692,0.116761021,11.61538462,0.486504255,64307692308,28.21724681,IM
1.523,0.1141,1144.32,297.33,-7.2164,4.0457,0.9418,1.478,0.2775,4.73,4.0221,72700000000,43.3798,AM
1.524,0.05183727,1681.465,446.535,-20,0,0.693147181,1.63,0.3,7.5,3.5,85416666667,14.58333333,IM
1.524145,0.110196544,1137.6581,246.2450614,-8.4484,4.059060387,1.137001343,1.50695,0.295740084,5.26,4.222842644,74080000000,42.5263871,AM
1.526,0.1625,1521.39,163.62,-22,0,0.6931,1.56,0.34,7,4,90500000000,49.5,IM
1.526,0.14784248,873.46,161.8065441,-12.8,6.43341278,1.054920168,1.504,0.252634123,6.4,4.586937976,61800000000,22.56014184,IM
1.5268,0.052932165,653.837,230.1758772,5.28,1.749477636,1.088899975,1.766,0.145203306,3.3,0.458257569,57799000000,17.66754847,IM
1.529714286,0.055319516,1616.058571,591.1390432,-43.10204082,0.444374551,0.682908105,1.45,0.138564065,3.571428571,0.494871659,73047619048,2.556836906,IM
1.531,0.05813194,921.205,416.125,-10,0,0.693147181,2.25,0.29,7.5,3.5,1.39E+11,81,IM
1.531068966,0.054363704,927.3324138,5.156603838,-1.940546968,0.02928135,0.678209394,1.434137931,0.147753692,2.413793103,0.492512305,57827586207,15.26788147,IM
1.5325,0.046003263,2034.5,93.5,0,0,0.693147181,1.435,0.105,4,0,90416666667,19.58333333,AM
1.5326,0.054660413,771.68,185.3283939,-9.6,0.195959179,0.673011667,1.594,0.347827543,3.2,1.469693846,39400000000,6.85857128,IM
1.5346,0.068084664,2038.015,137.454358,-76.44,6.672230212,0.610864302,1.591,0.398684085,5.8,2.749545417,1.04E+11,50.02645134,AM
1.5346,0.054589176,1650.188,585.1977965,-42.24,0.862220389,0.673011667,1.442,0.137171426,3.6,0.489897949,72900000000,2.531139401,IM
1.5359,0.0948,1139.65,321.42,-8.02,4.1222,0.8865,1.4045,0.2596,3.75,3.1444,70050000000,55.162,AM
1.536,0.0677,1113.74,180.27,-38,0,0.6931,1.375,0.235,3,0,54000000000,22,IM
1.53865,0.107344199,1116.504,276.9825673,-5.86,3.243353974,0.981941601,1.447,0.264690385,4.3,3.769615365,70050000000,45.756393,AM
1.54025,0.105473258,1097.9925,246.1519108,-5.71,2.798747086,0.856840995,1.4465,0.263823331,4.35,3.850649296,68050000000,41.59143542,AM
1.54035,0.10557074,1119.2925,292.3407133,-5.71,2.798747086,0.856840995,1.4485,0.262016698,4.35,3.850649296,68350000000,41.38390388,AM
1.5408,0.141225337,969.776,72.612,-12.8,2.88,0.500402424,1.488,0.244,2.8,0.4,64200000000,23.6,IM
1.543333333,0.048422536,812.21,373.0949349,-9.333333333,3.168128318,1.098612289,2.063333333,0.354620298,9,3.559026084,1.07E+11,80.40453276,IM
1.544666667,0.093996068,1091.756667,347.2931386,1.777777778,0.10475656,0.636514168,2.47,0.098994949,8.666666667,3.299831646,1.62E+11,82.02438662,IM
1.5517,0.0831,1080.85,293.34,-5.4,3.0537,0.7306,1.383,0.2271,3.3,2.8302,63950000000,48.9035,AM
1.5517,0.018269005,570.886,134.7762058,-11.6,2.709686329,0.943348392,1.368,0.335255127,6.6,5.407402334,29900000000,15.45606677,IM
1.55205,0.094555407,1052.7835,305.8632314,-6.27,3.464426468,1.025093912,1.4235,0.227382387,4.45,4.030818775,61350000000,33.91942659,AM
1.5522,0.0961,1107.66,336.06,-7.35,4.0437,1.1984,1.4383,0.2499,4.325,3.8235,65850000000,42.3453,AM
1.55345,0.093637487,1115.3645,284.8286036,-13.24,8.15576802,1.09440863,1.463,0.298062074,4.3,3.769615365,68050000000,43.47237629,AM
1.5536,0.083639826,1099.4,294.504567,-6.9,3.601989034,0.818808456,1.3745,0.232754699,3.35,2.815581645,63300000000,49.23626712,AM
1.5571,0.0913,1107.01,284.54,-7.69,3.4203,1.0251,1.4515,0.2673,4.35,3.8506,64350000000,35.825,AM
1.558,0.114371572,1070.696667,194.0678131,-33.77777778,1.990374643,0.636514168,1.463333333,0.207417989,3,0,63333333333,17.91337179,IM
1.5607,0.0538,782.5,392.33,-8.8889,0.5238,0.6365,2.1533,0.2734,6.3333,3.2998,1.12E+11,76.3675,IM
1.562,0.043245827,1000.9825,135.0696521,-7.5,1.082531755,0.562335145,1.465,0.268467875,4.25,3.897114317,58750000000,23.8156986,IM
1.563,0.118529736,979.3133333,64.83226374,-33.77777778,1.990374643,0.636514168,1.446666667,0.230988215,3,0,58000000000,25.45584412,IM
1.566,0.1507,1351.39,447.61,-68,0,0.6931,1.635,0.415,4,1,41500000000,0.5,IM
1.568714286,0.050412957,1052.292857,316.7015274,-19.59183673,7.141369512,0.410116318,1.437142857,0.311435124,3.142857143,2.799416849,64285714286,47.24015933,IM
1.5694,0.0691,1040.6,254.43,-4.4,2.6022,0.639,1.353,0.1925,2.9,2.3854,57200000000,41.1164,AM
1.57024,0.135264301,1407.3928,306.5419455,-27.5584,12.9397767,1.354077539,1.4224,0.289969378,4.2,2.4,74320000000,55.38427214,AM
1.5708,0.13550695,1588.0728,368.158987,-34.9248,10.92538855,1.354077539,1.4736,0.251457829,4.2,2.4,80400000000,51.54648388,AM
1.57625,0.009065452,676.415,142.3659161,-4.5,0.649519053,0.562335145,1.595,0.164544827,9.5,4.330127019,42750000000,1.299038106,IM
1.581,0.1333,1019.98,122.34,-33.7778,1.9904,0.6365,1.44,0.2404,3,0,60000000000,22.6274,IM
1.583714286,0.138739051,1350.191429,386.6036377,-65.63265306,0.676661248,0.682908105,1.575714286,0.410743477,3.857142857,0.989743319,41428571429,0.494871659,IM
1.5844,0.0449,671.53,332.9,-6.4,1.44,0.5004,2.076,0.232,5.4,2.8,90400000000,64.8,IM
1.5845,0.0104,758.61,164.39,-6,0,0.6931,1.5,0.19,7,5,43500000000,1.5,IM
1.5904,0.1395,1566.87,356.44,-33.9328,10.6539,1.3596,1.4491,0.2668,4.2,2.4,76850000000,53.6034,AM
1.5928,0.009,840.81,142.37,-4.5,0.6495,0.5623,1.405,0.1645,4.5,4.3301,44250000000,1.299,IM
1.59544,0.141642517,1523.8728,338.6670153,-34.5664,10.76440009,1.354077539,1.4024,0.309092607,4.2,2.4,76372000000,53.93446038,AM
1.599714286,0.146013213,1415.334286,443.0190068,-66.6122449,0.68676067,0.682908105,1.575714286,0.410743477,3.857142857,0.989743319,41428571429,0.494871659,IM
1.601,0.165893148,913.7166667,172.9762821,-18.22222222,6.556810928,1.098612289,1.42,0.297433466,5.666666667,4.496912521,54333333333,26.51205177,IM
1.6024,0.1447,1465.79,307.19,-34.4704,5.627,0.9891,1.4344,0.2791,4.2,2.4,75520000000,54.5125,AM
1.6025,0.1447,1478.57,316.22,-34.4128,8.1791,1.1798,1.4356,0.2781,4.2,2.4,75700000000,54.3931,AM
1.6026,0.1448,1499.87,329.63,-34.3168,10.3076,1.3241,1.4376,0.2765,4.2,2.4,76000000000,54.1923,AM
1.60264,0.144772104,1508.3928,334.4646749,-34.2784,10.73691002,1.354077539,1.4384,0.275806889,4.2,2.4,76120000000,54.11123358,AM
1.604,0.153112181,1489.301,213.6890967,-28,6.89492567,1.088899975,1.452,0.318929459,5.3,3.522782991,76400000000,52.60266153,AM
1.6075,0.13371731,1392.0425,378.2065062,-62.8125,2.02726472,0.661563238,1.53125,0.401822022,3.75,0.968245837,41375000000,0.484122918,IM
1.6076,0.124063092,810.08,227.7415851,-26.24,12.07572905,1.054920168,1.532,0.414217334,3.2,1.469693846,33800000000,10.47664068,IM
1.6087,0.1582,1267.77,413.31,-22.0584,11.4907,1.2494,1.4127,0.3496,5.215,3.3673,72840000000,63.8813,AM
1.613,0.1192,895.09,142.8,-9.124,3.6187,0.9949,1.3464,0.2184,4.7273,4.4536,46727272727,17.6073,IM
1.6153,0.0093,513.18,25.63,0,0,0.3046,1.9355,0.0776,4.7273,2.2998,56545454545,4.5997,IM
1.6184,0.15889284,1180.301,222.6141237,-26.56,6.605977899,1.088899975,1.404,0.356992997,5.3,3.522782991,66800000000,59.71398496,AM
1.6245,0.154721258,1177.5975,253.8605945,-30.6,6.620445604,1.105889879,1.39,0.34288482,4.85,3.213642793,65600000000,60.60891024,AM
1.625,0.140619088,1463.2925,433.3965189,-63.75,2.057522403,0.661563238,1.53125,0.401822022,3.75,0.968245837,41375000000,0.484122918,IM
1.6285,0.120663187,1002.235,68.765,-38,0,0.693147181,1.365,0.245,3,0,49000000000,27,IM
1.64065,0.164996524,1235.1175,268.9053205,-37.18,4.797253277,0.997271523,1.3895,0.335312914,4.4,2.8,70400000000,58.30128644,AM
1.64225,0.163464401,1216.606,246.1156631,-35.35,6.73988965,1.109738552,1.389,0.334542972,4.45,2.906458326,68400000000,55.10571658,AM
1.64385,0.161917819,1198.0945,219.4320318,-33.6,7.606589249,1.135900959,1.3885,0.333770505,4.5,3.008321791,66400000000,51.6356466,AM
1.6441,0.16166711,1200.0945,224.3792294,-32.31,7.956107151,1.205215677,1.387,0.331483031,4.45,2.923610781,66400000000,51.6356466,AM
1.64545,0.160356368,1179.583,187.1965872,-31.93,7.898110185,1.109738552,1.388,0.332995495,4.55,3.106042498,64400000000,47.83137046,AM
1.64705,0.158779617,1161.0715,145.7715908,-30.34,7.791379275,0.997271523,1.3875,0.332217925,4.6,3.2,62400000000,43.60550424,AM
1.6473,0.0881,846.18,347.29,1.7778,0.1048,0.6365,2.4,0.099,6.3333,3.2998,1.04E+11,82.0244,IM
1.648,0.0927,1491.16,394.34,-33.7778,1.9904,0.6365,1.3633,0.1744,3,0,54666666667,15.0849,IM
1.6488,0.148668041,1164.61075,236.1803726,-28.135,5.823898958,1.03012779,1.358,0.33499403,4.675,3.117591218,60300000000,58.39957192,AM
1.6533,0.0547,1028.54,182.8,-4.5,0.6495,0.5623,1.275,0.0606,2.25,0.433,43250000000,3.0311,IM
1.6533,0.144722268,1235.574,408.8367668,-19.86,11.5108445,1.120571037,1.35,0.325392071,4.6,2.989983278,62400000000,60.36091451,AM
1.654,0.0887,583.84,25.62,0,0,0.6109,2.237,0.1421,4.3,0.4583,41500000000,6.8739,IM
1.6555,0.13500453,1063.235,129.765,-38,0,0.693147181,1.355,0.255,3,0,52000000000,24,IM
1.659,0.101927429,936.3684211,38.97531003,-1.506925208,0.76510522,0.336495758,1.272105263,0.110481194,2,0,41515151515,10.15999194,IM
1.660333333,0.083774199,437.535,74.85591977,-4,1.247219129,1.011404265,1.481666667,0.391382876,3.833333333,3.760171391,25765000000,14.10103631,IM
1.6646,0.1426,1129.4,160.87,-21.5568,6.3309,0.8926,1.3392,0.3282,4.7,3.2265,53960000000,49.9303,AM
1.6707,0.059,1063.72,199,-5.3333,0.3143,0.6365,1.2633,0.066,2.3333,0.4714,42666666667,3.2998,IM
1.673,0.0797,784.79,319.01,1.5,0.2165,0.5623,2.3825,0.0909,5.75,3.0311,89500000000,75.3442,IM
1.6731,0.1412,1151.62,216.29,-25.12,5.2703,0.9404,1.326,0.3238,4.5,3.0083,55000000000,55.6004,AM
1.6837,0.1814,1038.41,201.54,-13.1111,6.147,1.7918,1.3183,0.3495,5.3333,4.3843,52482323232,43.5701,AM
1.69622,0.152377934,1189.6198,121.8532714,-25.2448,5.819805672,0.871383575,1.3314,0.332968527,4.6,3.2,57120000000,44.53521753,AM
1.729,0.210408066,1315.4328,384.8499013,-12.9088,11.82112013,1.354077539,1.3484,0.365214238,3.84,2.618090908,66721818182,61.65684605,AM
1.7302,0.050718319,1730.8,128.948672,0,0,1.609437912,1.208,0.059126982,3,4.44E-16,42140000000,3.815547143,SS
1.7462,0.1001,821.34,273.94,-32.3756,11.4285,1.0675,1.464,0.4305,2.823,0.9842,40094650206,18.2381,IM
1.7531,0.1637,1041.05,163.04,-10.6,5.4035,1.7481,1.227,0.3057,4.1,3.7269,41978787879,37.028,AM
1.7558,0.1571,922.91,226.16,-12.152,6.664,1.7471,1.1657,0.2612,4.09,3.9927,31238787879,21.863,AM
1.7578,0.209138042,1320.094,380.8806629,-9.76,11.63030249,1.33217904,1.322,0.369182882,3.8,2.638181192,64157575758,62.54431861,AM
1.7648,0.1525,974.54,155.77,-13.12,6.455,1.6094,1.202,0.2558,4.2,3.9192,34978787879,20.9709,AM
1.7786,0.013719577,1727,126.5811992,0,0,1.609437912,1.202,0.056,3,4.44E-16,41340000000,3.541525095,SS
1.7848,0.008091442,1689.2,77.05686212,0,0,1.609437912,1.194,0.048,3,4.44E-16,39740000000,1.212600511,SS
1.801,0.204941992,1327.0858,374.7393136,-4.6048,11.10199212,1.276234208,1.2824,0.37155651,3.74,2.666908322,60311212121,63.65902888,AM
1.80355,0.134526416,1001.736,168.439018,-14.26,4.195021692,0.886464476,1.1765,0.260312793,4,4,31800000000,21.45600149,AM
1.8058,0.021582588,1590.8,213.2945381,0,0,1.609437912,1.17,0.057965507,3,4.44E-16,37140000000,4.685979087,SS
1.8276,0.1326,1065.49,80.85,-15.8678,1.8403,0.586,1.1664,0.2717,2.2727,0.4454,33090909091,26.2763,IM
